Wilayah,OPEN,SUBMITTED BY Pencacah,APPROVED BY Pengawas,DRAFT,REJECTED BY Pengawas,REVOKED BY Pengawas,REJECTED BY Admin Kabupaten,SUBMITTED RESPONDENT
73,63142,5468,3426,1950,596,20,2,2
