Wilayah,OPEN,SUBMITTED BY Pencacah,APPROVED BY Pengawas,DRAFT,REJECTED BY Pengawas,REVOKED BY Pengawas,EDITED BY Pengawas,SUBMITTED RESPONDENT,REJECTED BY Admin Kabupaten
73,59148,7918,6258,3484,595,31,10,3,2
